Author,Year,estimate_type,PA_Varme,Pa_varNotes,Construct,X_varNotes,N,B_uni,B_SE_uni,beta_uni,CI_lower_uni,CI_upper_uni,p_valueBeta_uni,t_uni,F_uni,p_valueF_uni,Rsqrt_uni,r_uni,p_valuerCoeff_uni,Odds_Ratio,CI_OR,p_valueOR,Rho_uni,p_valueRho_uni,Variates_multi,B_multi,SE_B_Multi,beta_multi,p_valueBeta_multi,F_multi,p_valueF_multi,SE_multi,t_multi,p_multi,CI_1_multi,CI_2_multi,Rsqrt_multi,B_PA_X,SE_PA_X,OR_PA_X,CI_1_PA_X,CI_2_PA_X,P_value_PA_X,N_PA_X,Proportion_Percent_PA_X,Mean_PA_X,SD_PA_X,Median_PA_X,IRQ_First_PA_X,IRQ_Second_PA_X,F_PA_X,p_F_PA_X,OR_PA_noX,CI_1_PA_noX,CI_2_,p_PA_noX,N_PA_noX,Proportion_Percent_PA_noX,Mean_PA_noX,SD_PA_noX,Median_PA_noX,IRQ_First_PA_noX,IRQ_Second_PA_noX,t_value_PA_noX,p_valueTPA_noX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snipelisky et al., 2017",2017,Mean_SD,AccelerometerUnits,"daily activity, quantified as average daily accelerometer units (ADAU)  ",QoL,MLHQ overall,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.00,,62.00,21.00,,,,,,,,,,110.00,,50.00,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snipelisky et al., 2017",2017,Mean_SD,Duration_dayHours, hours active per day (HAPD) ,QoL,KCCQ QoL,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.00,,61.00,20.00,,,,,,,,,,110.00,,48.00,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snipelisky et al., 2017",2017,Mean_SD,Duration_dayHours, hours active per day (HAPD) ,QoL,MLHQ overall,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.00,,61.00,20.00,,,,,,,,,,110.00,,55.00,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snipelisky et al., 2017",2017,Mean_SD,AccelerometerUnits,"daily activity, quantified as average daily accelerometer units (ADAU)  ",RenalFunction,rel function,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.00,,66.00,16.00,,,,,,,,,,110.00,,56.00,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snipelisky et al., 2017",2017,Binary,AccelerometerUnits,"daily activity, quantified as average daily accelerometer units (ADAU)  ",SleepOpnea,obstrcutive sleep opnea,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,47.00,,,,,,,,,,,,13.00,42.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snipelisky et al., 2017",2017,Binary,AccelerometerUnits,"daily activity, quantified as average daily accelerometer units (ADAU)  ",VenusPressure ,elevated jugular venous pressure,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,24.00,,,,,,,,,,,,8.00,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alosco et al., 2012",2012,MultivariateBeta,Steps/d_total,Steps/d ,6MWT,2MST,96,,,,,,,,,,,,,,,,,,2MST,0.45,10.51,,,0.04,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alosco et al., 2012",2012,MultivariateBeta,Steps/d_total,Steps/d ,Age,Age,96,,,,,,,,,,,,,,,,,,Age,-45.62,24.30,,,-1.88,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alosco et al., 2012",2012,MultivariateBeta,Steps/d_total,Steps/d ,CABG,CABG,96,,,,,,,,,,,,,,,,,,CABG,-789.67,472.89,,,-1.67,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alosco et al., 2012",2012,MultivariateBeta,Steps/d_total,Steps/d ,Depression,BDI-II,96,,,,,,,,,,,,,,,,,,BDI_II,-64.35,27.79,,,-2.32,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alosco et al., 2012",2012,MultivariateBeta,Steps/d_total,Steps/d ,Diabetes,Diabetes,96,,,,,,,,,,,,,,,,,,Diabetes,-221.33,488.06,,,-0.45,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alosco et al., 2012",2012,MultivariateBeta,Steps/d_total,Steps/d ,Education,Education (years),96,,,,,,,,,,,,,,,,,,Education,173.13,82.65,,,2.10,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alosco et al., 2012",2012,MultivariateBeta,Steps/d_total,Steps/d ,Hypertension,Hyperteion,96,,,,,,,,,,,,,,,,,,Hyperteion,-382.91,457.19,,,-0.84,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alosco et al., 2012",2012,MultivariateBeta,Steps/d_total,Steps/d ,Male,"Gender (1 = male, 0 = female)",96,,,,,,,,,,,,,,,,,,Male,-35.09,446.05,,,-0.53,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alosco et al., 2012",2012,MultivariateBeta,Steps/d_total,Steps/d ,MI,MI,96,,,,,,,,,,,,,,,,,,MI,-2.16,468.89,,,-0.01,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Witham et al., 2006",2006,r,AccelerometerUnits,Daily activity over a 7-day (accelerometry),6MWT,6-min walk,82,,,,,,,,,,,0.37,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Witham et al., 2006",2006,r,AccelerometerUnits,Daily activity over a 7-day (accelerometry),Age,Age,82,,,,,,,,,,,-0.23,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Witham et al., 2006",2006,r,AccelerometerUnits,Daily activity over a 7-day (accelerometry),Depression,HADS Depression,82,,,,,,,,,,,-0.31,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Witham et al., 2006",2006,r,AccelerometerUnits,Daily activity over a 7-day (accelerometry),Digoxin, Digoxin,82,,,,,,,,,,,-0.28,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evangelista et al., 2001",2001,F_value,ComplienceRate,self-reported compliance rate,Education,Education ,82,,,,,,,,,,,,,,,,,,,,,,,4.12,0.05,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evangelista et al., 2001",2001,F_value,ComplienceRate,self-reported compliance rate,PhysicalFunctioning,Physical health ,82,,,,,,,,,,,,,,,,,,,,,,,4.27,0.04,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evangelista et al., 2001",2001,F_value,ComplienceRate,self-reported compliance rate,Mentalhealth ,Mental health ,82,,,,,,,,,,,,,,,,,,,,,,,22.14,0.00,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evangelista et al., 2001",2001,F_value,ComplienceRate,self-reported compliance rate,Neuroticism ,Neuroticism ,82,,,,,,,,,,,,,,,,,,,,,,,4.41,0.04,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Witham et al., 2006",2006,r,AccelerometerUnits,Daily activity over a 7-day (accelerometry),NYHA,NYHA,82,,,,,,,,,,,0.24,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Witham et al., 2006",2006,r,AccelerometerUnits,Daily activity over a 7-day (accelerometry),PositiveAttitude,PGMS attitude,82,,,,,,,,,,,0.40,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Witham et al., 2006",2006,r,AccelerometerUnits,Daily activity over a 7-day (accelerometry),VenusPressure ,Jugular venous pressure Height,82,,,,,,,,,,,0.34,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Witham et al., 2006",2006,r,AccelerometerUnits,Daily activity over a 7-day (accelerometry),WalkingAids,Walking aids,82,,,,,,,,,,,-0.41,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,MultivariateBeta,Steps/d_total,Steps/d ,Age,Age,68,,,,,,,,,,,,,,,,,,,-54.05,,,,,,29.27,-1.85,0.07,112.89,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,MultivariateBeta,Steps/d_total,Steps/d ,LVEF,Ejection fraction,68,,,,,,,,,,,,,,,,,,,-505.10,,,,,,855.52,-0.59,0.56,-2225.24,1215.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,MultivariateBeta,Steps/d_total,Steps/d ,NYHA,"NYHA
",68,,,,,,,,,,,,,,,,,,,-1478.62,,,,,,398.66,-3.71,0.00,-2280.18,-677.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Mean_SD,EnergyExpend_mean,Average METs,NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.00,,1.10,0.20,1.10,1.00,1.20,,,,,,,68.00,,1.30,0.20,1.30,1.10,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Mean_SD,EnergyExpend_mean_atModerate,Active energy expenditure (at Q3 METs),NYHA_IIIvsII4,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.00,,143.00,159.00,76.00,44.00,155.00,,,,,,,68.00,,376.00,338.00,292.00,142.00,399.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Mean_SD,EnergyExpend_total,Total energy expenditure,NYHA,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2134.00,419.00,2042.00,1843.00,2390.00,,,,,,,,,2601.00,519.00,2531.00,2203.00,2878.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Mean_SD,Moderate_mean,Moderate physical activity (3Y6 METs),NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.00,,30.00,36.00,15.00,9.00,38.00,,,,,,,68.00,,69.00,58.00,54.00,28.00,84.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Binary,Moderate_METs_high_Binary,1.00,NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.00,87.00,,,,,,,,,,,,14.00,41.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Binary,Moderate_METs_high_Binary,2.00,NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,47.00,,,,,,,,,,,,59.00,87.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Mean_SD,Moderate_METs_mean,Physical activity at least at moderate intensity (Q3 METs),NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.00,,31.00,37.00,15.00,9.00,38.00,,,,,,,68.00,,70.00,60.00,54.00,28.00,84.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Mean_SD,SedentaryDuration_dayHours,Hours per day,NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.00,,23.50,0.60,23.80,23.40,23.90,,,,,,,68.00,,22.90,1.00,23.10,22.60,23.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Mean_SD,SedentaryDuration_dayMins,Minutes per day,NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.00,,1410.00,37.00,1425.00,1404.00,1432.00,,,,,,,68.00,,1371.00,59.00,1387.00,1357.00,1413.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dontjie et al., 2014",2014,Mean_SD,Steps/d_total,Number of steps per day,NYHA_IIIvsII2,NYHA iii VS I,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.00,,3882.00,2624.00,3150.00,2069.00,5880.00,,,,,,,68.00,,6762.00,3366.00,6113.00,3699.00,9767.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
